8.595606060609417565e-01 -1.170861009286251475e+00 -3.078341429570046195e-01 0.000000000000000000e+00
8.092335977420698212e-01 -1.264826645364743207e+00 -3.933447135309890985e-01 9.213316239193081856e+02
7.658841198285590846e-01 -1.291752883450219436e+00 -4.748979423444045223e-01 9.116288496851921082e+02
7.403866364168898428e-01 -1.322268327662003085e+00 -4.338637891401421753e-01 9.080659447759389877e+02
6.681809678180941070e-01 -1.379903248850146813e+00 -5.286448025465368961e-01 8.952228560298681259e+02
6.598419017410166454e-01 -1.374721399327332172e+00 -5.697616938243753593e-01 8.922595805749297142e+02
5.814701997324411842e-01 -1.308792879916353069e+00 -5.662112605903385498e-01 8.625939791202545166e+02
5.275184488490552992e-01 -1.381596012579716426e+00 -5.459227299805849976e-01 8.589651799201965332e+02
5.432163032505124001e-01 -1.310348884420456939e+00 -5.743943524484664831e-01 8.530879659503698349e+02
5.384639324427921148e-01 -1.301164244517162505e+00 -5.153777562365161602e-01 8.506397746130824089e+02
4.673888190264123832e-01 -1.397558406618822247e+00 -5.383134505043081219e-01 8.468286205902695656e+02
3.677478020612024445e-01 -1.454711046881459469e+00 -5.817014070325008390e-01 8.327127073407173157e+02
3.093243682517800575e-01 -1.400987483081450158e+00 -5.625104717960376366e-01 8.133735176473855972e+02
3.002751081739145622e-01 -1.408611753162919866e+00 -5.029480737555472869e-01 8.126561716124415398e+02
2.104840812682197693e-01 -1.423799569217937044e+00 -5.782417188386875795e-01 7.981395416632294655e+02
1.438762507358576359e-01 -1.340650727714772339e+00 -6.329068515091142988e-01 7.756292735338211060e+02
6.204803283784685042e-02 -1.302761915673060322e+00 -6.546722379398226543e-01 7.585523300692439079e+02
2.611647814762771413e-02 -1.258358691892949244e+00 -5.875798200495597756e-01 7.480201087146997452e+02
4.054123847049557333e-02 -1.202265841701986915e+00 -5.368886075723755535e-01 7.423389298617839813e+02
6.794038010852614107e-02 -1.137280854772672489e+00 -6.221654195900215845e-01 7.370948099344968796e+02
4.670297296168332557e-02 -1.112154185106176030e+00 -5.241560576304981067e-01 7.311127432435750961e+02
3.919684020101778243e-02 -1.073451001658024984e+00 -6.170297341050211548e-01 7.251125301867723465e+02
1.806925109601655033e-02 -1.004131484709419153e+00 -7.107842568188057486e-01 7.137596803680062294e+02
1.008441168937724564e-01 -9.120620435441951779e-01 -6.836443817477624307e-01 7.110367791131138802e+02
5.258018131698617703e-02 -8.290287988718743062e-01 -7.664340810147647343e-01 6.946803567856550217e+02
9.723263657198026599e-02 -7.895193936886160113e-01 -6.749075386160271472e-01 6.943215993344783783e+02
3.073664392803954204e-02 -6.986545225169725759e-01 -5.869064441752740446e-01 6.763725089430809021e+02
7.167943449555277957e-02 -6.354832076311980327e-01 -5.108557721836655130e-01 6.719614169299602509e+02
1.805005631727309157e-02 -6.786707217266575443e-01 -4.951942891498045674e-01 6.730310600399971008e+02
3.841735647799120190e-02 -7.010110406892338109e-01 -5.199429404044374481e-01 6.772680385187268257e+02
7.197710791937869668e-02 -6.129909941840897547e-01 -5.419146384623135804e-01 6.691966511979699135e+02
2.934998182390788357e-02 -6.241036446833018170e-01 -5.881567922082884259e-01 6.672997416779398918e+02
3.458476512142904385e-02 -5.965702523843611216e-01 -6.312767040243320027e-01 6.643896584957838058e+02
1.016251482310230048e-01 -5.163685765606643718e-01 -5.741034408471832329e-01 6.598241530805826187e+02
