8.595606060609417565e-01 -1.170861009286251475e+00 -3.078341429570046195e-01 0.000000000000000000e+00
8.936309125846387813e-01 -1.083296141038521343e+00 -2.202692747092744319e-01 9.258807206600904465e+02
8.815405755242540220e-01 -1.094615310675621789e+00 -2.315884443463748776e-01 9.232030577436089516e+02
8.889289790949244097e-01 -9.567891658275677891e-01 -9.376229949832093347e-02 9.085836982056498528e+02
9.079886748927821216e-01 -9.332926463298820696e-01 -7.026578000063526952e-02 9.123604252785444260e+02
9.030002439150568438e-01 -9.400026104581074016e-01 -7.697574412886054596e-02 9.114256133809685707e+02
8.654166116858218460e-01 -6.869633623948716572e-01 1.760635039343752539e-01 8.662384754046797752e+02
7.725135954894303270e-01 -6.880283770353170514e-01 1.749984892939298597e-01 8.339444578289985657e+02
7.345025047395483675e-01 -6.589188805358328072e-01 2.041079857934141040e-01 8.174397789835929871e+02
6.825002935249728786e-01 -6.128673537236246638e-01 2.501595126056221918e-01 7.944919215366244316e+02
6.293130694565214345e-01 -6.786936993637677773e-01 1.843331669654790228e-01 7.877316513061523438e+02
6.326766513419703752e-01 -5.613869866319796120e-01 3.016398796972671881e-01 7.720360125005245209e+02
6.206231907634132128e-01 -5.454608896538357676e-01 3.175659766754110325e-01 7.661971106305718422e+02
6.753480099109757662e-01 -3.484846162371654787e-01 5.145422500920813214e-01 7.551268382221460342e+02
6.561433982955588995e-01 -4.001023652488504556e-01 4.629245010803963445e-01 7.562910990491509438e+02
6.679878354013824016e-01 -3.505072740912352214e-01 5.125195922380115787e-01 7.530451169684529305e+02
6.497281649043347151e-01 -2.294381600368962104e-01 6.335887062923506452e-01 7.301954022943973541e+02
7.142978724725375095e-01 5.395630536768275531e-02 9.169831716969296664e-01 7.138158080205321312e+02
7.126113662442481456e-01 6.238542069834790427e-02 9.254122870275948154e-01 7.121073072999715805e+02
6.730082322290784624e-01 4.852298340832778001e-02 9.115498497375746911e-01 6.997981254383921623e+02
6.973773268958995963e-01 1.808900224744971474e-01 1.043916888803744003e+00 6.914644189924001694e+02
7.165096836211741760e-01 2.634795339858338470e-01 1.126506400315080647e+00 6.887752513587474823e+02
7.413532911769971090e-01 3.946844122230304119e-01 1.257711278552277268e+00 6.846643335595726967e+02
7.725663049212052602e-01 5.264722661141123528e-01 1.389499132443359208e+00 6.875642953664064407e+02
7.676157001202696950e-01 5.768710476931193654e-01 1.439897914022366221e+00 6.819110011830925941e+02
7.714329708596955326e-01 7.303453603523162307e-01 1.593372226681563086e+00 6.796892240121960640e+02
7.487180651413924970e-01 5.583686612515558201e-01 1.421395527580802787e+00 6.739328751787543297e+02
7.619161491303819700e-01 6.205976668532964258e-01 1.483624533182543503e+00 6.767549419626593590e+02
7.564894403988101645e-01 6.525608807999844219e-01 1.515587747129231388e+00 6.726401389390230179e+02
7.479035725874128016e-01 6.789853049727685441e-01 1.542012171302015400e+00 6.673277342170476913e+02
7.141977510302561782e-01 5.521969092905689713e-01 1.415223775619815827e+00 6.587615510448813438e+02
6.867086331323059012e-01 5.938724239080706013e-01 1.456899290237317457e+00 6.438652189075946808e+02
6.867963597103425855e-01 6.484642518636396513e-01 1.511491118192886507e+00 6.401187006011605263e+02
6.972494582034777233e-01 7.472287282049325796e-01 1.610255594534179435e+00 6.404018713161349297e+02
6.653707235101310458e-01 6.550819155501732549e-01 1.518108781879420111e+00 6.308160950019955635e+02
6.195165713806247698e-01 8.395458715598127508e-01 1.702572737889059606e+00 6.053662147447466850e+02
6.079741914748981735e-01 8.955269209641650852e-01 1.758553787293411830e+00 6.013122419714927673e+02
5.995575200989837761e-01 7.004874575330388708e-01 1.563514323862285504e+00 6.037788208499550819e+02
6.061305815580928513e-01 8.193804373809496777e-01 1.682407303710196311e+00 6.007403253614902496e+02
5.486346363797562908e-01 6.780119770263232093e-01 1.541038843355569732e+00 5.902537182793021202e+02
5.169965212576692615e-01 9.898767681152587095e-01 1.852903634444505343e+00 5.776716716885566711e+02
5.081246493495336081e-01 9.669972611065595913e-01 1.830024127435806225e+00 5.746897025108337402e+02
5.108521520091615642e-01 9.320806408606681082e-01 1.795107507189914742e+00 5.739833035767078400e+02
4.826914765721187495e-01 8.993061984543555543e-01 1.762333064783602188e+00 5.688412346318364143e+02
4.206119562025701919e-01 8.207499131077906629e-01 1.683776779437037296e+00 5.630435977876186371e+02
3.862306559870556377e-01 8.245848470530807717e-01 1.687611713382327405e+00 5.625240980237722397e+02
3.946243318802850619e-01 8.647659643739149526e-01 1.727792830703161586e+00 5.632206059545278549e+02
3.977505447562850183e-01 8.086727863521101511e-01 1.671699652681356785e+00 5.623676641061902046e+02
3.549692192777015309e-01 6.007677348456700317e-01 1.463794601174916554e+00 5.664940066710114479e+02
3.666894728816856297e-01 5.811544022047623326e-01 1.444181268534008744e+00 5.680497313365340233e+02
3.739959148977293202e-01 7.928636851696826415e-01 1.655890551498929053e+00 5.624148337543010712e+02
3.735996848051867936e-01 8.371245455985852901e-01 1.700151411927831813e+00 5.631922691911458969e+02
3.616717971692872680e-01 8.100452875423032051e-01 1.673072153871549617e+00 5.631403895318508148e+02
